ORDER_ID,RETAILER_ID,INVOICE_DATE,MONTH,DAY,YEAR,PRODUCT_ID,PRICE_PER_UNIT,UNITS_SOLD,OPERATING_MARGIN,SALES_METHOD,PRODUCT_NAME,RETAILER,REGION,STATE,CITY,TOTAL_SALES
189,A00NMAPO,2021-01-24,1,24,2021,20,55.0,925,0.3,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,50875.0
195,A00NMAPO,2021-01-30,1,30,2021,20,55.0,875,0.3,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,48125.0
201,A00NMAPO,2021-02-05,2,5,2021,20,55.0,875,0.3,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,48125.0
207,A00NMAPO,2021-02-11,2,11,2021,20,55.0,975,0.3,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,53625.0
213,A00NMAPO,2021-02-17,2,17,2021,20,35.0,700,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,24500.0
219,A00NMAPO,2021-03-13,3,13,2021,20,35.0,750,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,26250.0
225,A00NMAPO,2021-03-19,3,19,2021,20,35.0,800,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,28000.0
231,A00NMAPO,2021-04-07,4,7,2021,20,45.0,800,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,36000.0
237,A00NMAPO,2021-04-13,4,13,2021,20,45.0,800,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,36000.0
243,A00NMAPO,2021-04-19,4,19,2021,20,45.0,900,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,40500.0
249,A00NMAPO,2021-04-25,4,25,2021,20,45.0,950,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,42750.0
255,A00NMAPO,2021-05-01,5,1,2021,20,50.0,900,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,45000.0
261,A00NMAPO,2021-05-07,5,7,2021,20,50.0,850,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,42500.0
267,A00NMAPO,2021-05-13,5,13,2021,20,50.0,800,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Maine,Portland,40000.0
273,A00NMABO,2021-05-19,5,19,2021,20,50.0,825,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,41250.0
279,A00NMABO,2021-05-25,5,25,2021,20,50.0,900,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,45000.0
285,A00NMABO,2021-05-31,5,31,2021,20,45.0,475,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,21375.0
291,A00NMABO,2021-06-06,6,6,2021,20,45.0,525,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,23625.0
297,A00NMABO,2021-06-12,6,12,2021,20,50.0,495,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,24750.0
303,A00NMABO,2021-06-18,6,18,2021,20,50.0,450,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,22500.0
309,A00NMABO,2021-06-24,6,24,2021,20,60.0,495,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,29700.0
315,A00NMABO,2021-06-30,6,30,2021,20,50.0,500,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,25000.0
321,A00NMABO,2021-07-06,7,6,2021,20,50.0,575,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,28750.0
327,A00NMABO,2021-07-12,7,12,2021,20,50.0,550,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,27500.0
333,A00NMABO,2021-07-18,7,18,2021,20,50.0,500,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Massachusetts,Boston,25000.0
339,A00NNEMA,2021-07-24,7,24,2021,20,60.0,425,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,25500.0
345,A00NNEMA,2021-07-30,7,30,2021,20,60.0,400,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,24000.0
351,A00NNEMA,2021-08-05,8,5,2021,20,60.0,500,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,30000.0
357,A00NNEMA,2021-08-11,8,11,2021,20,20.0,725,0.3,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,14500.0
363,A00NNEMA,2021-08-17,8,17,2021,20,25.0,675,0.3,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,16875.0
369,A00NNEMA,2021-08-23,8,23,2021,20,30.0,675,0.35,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,20250.0
375,A00NNEMA,2021-08-29,8,29,2021,20,20.0,700,0.35,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,14000.0
381,A00NNEMA,2021-09-04,9,4,2021,20,20.0,750,0.35,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,15000.0
387,A00NNEMA,2021-09-10,9,10,2021,20,45.0,800,0.35,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,36000.0
393,A00NNEMA,2021-09-16,9,16,2021,20,45.0,825,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,37125.0
399,A00NNEMA,2021-09-22,9,22,2021,20,50.0,800,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,40000.0
405,A00NNEMA,2021-09-28,9,28,2021,20,55.0,725,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,39875.0
411,A00NNEMA,2021-10-04,10,4,2021,20,40.0,625,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,25000.0
417,A00NNEMA,2021-10-10,10,10,2021,20,40.0,725,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,29000.0
423,A00NNEMA,2021-10-16,10,16,2021,20,60.0,825,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,49500.0
429,A00NNEMA,2021-10-22,10,22,2021,20,45.0,425,0.55,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,19125.0
435,A00NNEMA,2021-10-28,10,28,2021,20,45.0,475,0.55,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,21375.0
441,A00NNEMA,2021-11-03,11,3,2021,20,50.0,445,0.55,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,22250.0
447,A00NNEMA,2021-11-09,11,9,2021,20,50.0,450,0.5,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,22500.0
453,A00NNEMA,2021-11-15,11,15,2021,20,60.0,470,0.5,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,28200.0
459,A00NNEMA,2021-11-21,11,21,2021,20,65.0,500,0.55,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,32500.0
465,A00NNEMA,2021-11-27,11,27,2021,20,65.0,500,0.55,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,32500.0
471,A00NNEMA,2021-12-03,12,3,2021,20,65.0,525,0.55,Outlet,Men's Street Footwear,Amazon,Northeast,New Hampshire,Manchester,34125.0
477,A00NVEBU,2021-12-09,12,9,2021,20,65.0,475,0.5,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,30875.0
483,A00NVEBU,2021-12-15,12,15,2021,20,60.0,400,0.5,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,24000.0
489,A00NVEBU,2021-12-21,12,21,2021,20,70.0,375,0.55,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,26250.0
495,A00NVEBU,2021-12-27,12,27,2021,20,70.0,475,0.55,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,33250.0
501,A00NVEBU,2020-01-02,1,2,2020,20,35.0,450,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,15750.0
507,A00NVEBU,2020-01-08,1,8,2020,20,35.0,525,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,18375.0
513,A00NVEBU,2020-01-14,1,14,2020,20,45.0,550,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,24750.0
519,A00NVEBU,2020-01-20,1,20,2020,20,60.0,550,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,33000.0
525,A00NVEBU,2020-01-26,1,26,2020,20,60.0,550,0.45,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,33000.0
531,A00NVEBU,2020-02-01,2,1,2020,20,60.0,700,0.45,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,42000.0
537,A00NVEBU,2020-02-07,2,7,2020,20,60.0,750,0.4,Outlet,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,45000.0
543,A00NVEBU,2020-02-13,2,13,2020,20,65.0,700,0.4,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,45500.0
549,A00NVEBU,2020-02-19,2,19,2020,20,60.0,600,0.35,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,36000.0
555,A00NVEBU,2020-02-25,2,25,2020,20,60.0,550,0.35,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,33000.0
561,A00NVEBU,2020-03-03,3,3,2020,20,60.0,575,0.35,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,34500.0
567,A00NVEBU,2020-03-09,3,9,2020,20,60.0,675,0.35,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,40500.0
573,A00NVEBU,2020-03-15,3,15,2020,20,30.0,425,0.35,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,12750.0
579,A00NVEBU,2020-03-21,3,21,2020,20,30.0,525,0.35,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,15750.0
585,A00NVEBU,2020-03-27,3,27,2020,20,40.0,550,0.35,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,22000.0
591,A00NVEBU,2020-04-02,4,2,2020,20,60.0,525,0.35,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,31500.0
597,A00NVEBU,2020-04-08,4,8,2020,20,65.0,525,0.5,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,34125.0
603,A00NVEBU,2020-04-14,4,14,2020,20,60.0,725,0.5,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,43500.0
609,A00NVEBU,2020-04-20,4,20,2020,20,65.0,775,0.45,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,50375.0
615,A00NVEBU,2020-04-26,4,26,2020,20,70.0,725,0.45,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,50750.0
621,A00NVEBU,2020-05-02,5,2,2020,20,65.0,600,0.4,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,39000.0
627,A00NVEBU,2020-05-08,5,8,2020,20,55.0,525,0.4,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,28875.0
633,A00NVEBU,2020-05-14,5,14,2020,20,55.0,575,0.4,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,31625.0
639,A00NVEBU,2020-05-20,5,20,2020,20,65.0,700,0.4,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,45500.0
645,A00NVEBU,2020-05-26,5,26,2020,20,40.0,450,0.3,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,18000.0
651,A00NVEBU,2020-06-01,6,1,2020,20,40.0,550,0.3,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,22000.0
657,A00NVEBU,2020-06-07,6,7,2020,20,50.0,575,0.3,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,28750.0
663,A00NVEBU,2020-06-13,6,13,2020,20,70.0,550,0.3,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,38500.0
669,A00NVEBU,2020-06-19,6,19,2020,20,60.0,550,0.3,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,33000.0
675,A00NVEBU,2020-06-25,6,25,2020,20,75.0,750,0.3,In-store,Men's Street Footwear,Amazon,Northeast,Vermont,Burlington,56250.0
681,A00SALBI,2020-07-01,7,1,2020,20,80.0,825,0.3,In-store,Men's Street Footwear,Amazon,South,Alabama,Birmingham,66000.0
687,A00SALBI,2020-07-07,7,7,2020,20,85.0,775,0.3,In-store,Men's Street Footwear,Amazon,South,Alabama,Birmingham,65875.0
693,A00SKELO,2020-07-13,7,13,2020,20,70.0,600,0.3,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,42000.0
699,A00SKELO,2020-07-19,7,19,2020,20,60.0,550,0.3,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,33000.0
705,A00SKELO,2020-07-25,7,25,2020,20,60.0,600,0.3,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,36000.0
711,A00SKELO,2020-07-31,7,31,2020,20,80.0,750,0.3,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,60000.0
717,A00SKELO,2020-08-06,8,6,2020,20,45.0,1050,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,47250.0
723,A00SKELO,2020-08-12,8,12,2020,20,45.0,1100,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,49500.0
729,A00SKELO,2020-08-18,8,18,2020,20,45.0,1070,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,48150.0
735,A00SKELO,2020-04-24,4,24,2020,20,45.0,1025,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,46125.0
741,A00SKELO,2020-04-24,4,24,2020,20,55.0,1070,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,58850.0
747,A00SKELO,2020-04-24,4,24,2020,20,60.0,1075,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,64500.0
753,A00SKELO,2020-09-11,9,11,2020,20,65.0,1150,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,74750.0
759,A00SKELO,2020-09-17,9,17,2020,20,65.0,1125,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,73125.0
765,A00SKELO,2020-09-23,9,23,2020,20,55.0,1050,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,57750.0
771,A00SKELO,2020-09-29,9,29,2020,20,60.0,1000,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,60000.0
777,A00SKELO,2020-10-05,10,5,2020,20,60.0,975,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,58500.0
783,A00SKELO,2020-05-24,5,24,2020,20,65.0,1075,0.45,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,69875.0
789,A00SKELO,2020-10-17,10,17,2020,20,35.0,450,0.35,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,15750.0
795,A00SKELO,2020-10-23,10,23,2020,20,35.0,500,0.35,In-store,Men's Street Footwear,Amazon,Southeast,Kentucky,Louisville,17500.0
801,A00SNOCH,2020-10-29,10,29,2020,20,40.0,445,0.35,In-store,Men's Street Footwear,Amazon,Southeast,North Carolina,Charlotte,17800.0
807,A00SNOCH,2020-11-04,11,4,2020,20,40.0,400,0.35,In-store,Men's Street Footwear,Amazon,Southeast,North Carolina,Charlotte,16000.0
813,A00SNOCH,2020-11-10,11,10,2020,20,50.0,445,0.35,In-store,Men's Street Footwear,Amazon,Southeast,North Carolina,Charlotte,22250.0
819,A00SNOCH,2020-11-16,11,16,2020,20,45.0,425,0.35,Outlet,Men's Street Footwear,Amazon,Southeast,North Carolina,Charlotte,19125.0
825,A00WALAN,2020-11-22,11,22,2020,20,50.0,550,0.35,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,27500.0
831,A00WALAN,2020-11-28,11,28,2020,20,50.0,525,0.35,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,26250.0
837,A00WALAN,2020-12-04,12,4,2020,20,45.0,450,0.35,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,20250.0
843,A00WALAN,2020-12-10,12,10,2020,20,45.0,375,0.35,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,16875.0
849,A00WALAN,2020-12-16,12,16,2020,20,50.0,350,0.35,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,17500.0
855,A00WALAN,2020-12-22,12,22,2020,20,55.0,475,0.35,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,26125.0
861,A00WALAN,2020-12-28,12,28,2020,20,35.0,475,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,16625.0
867,A00WALAN,2021-01-03,1,3,2021,20,35.0,525,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,18375.0
873,A00WALAN,2021-01-09,1,9,2021,20,35.0,575,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,20125.0
879,A00WALAN,2021-01-15,1,15,2021,20,45.0,575,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,25875.0
885,A00WALAN,2021-01-21,1,21,2021,20,40.0,575,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,23000.0
891,A00WALAN,2021-01-27,1,27,2021,20,40.0,675,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,27000.0
897,A00WALAN,2021-02-02,2,2,2021,20,40.0,750,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,30000.0
903,A00WALAN,2021-02-08,2,8,2021,20,45.0,675,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,30375.0
909,A00WALAN,2021-02-14,2,14,2021,20,45.0,600,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,27000.0
915,A00WALAN,2021-02-20,2,20,2021,20,45.0,550,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,24750.0
921,A00WALAN,2021-02-26,2,26,2021,20,40.0,575,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,23000.0
927,A00WALAN,2021-03-04,3,4,2021,20,45.0,675,0.45,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,30375.0
933,A00WALAN,2021-03-10,3,10,2021,20,20.0,700,0.35,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,14000.0
939,A00WALAN,2021-03-16,3,16,2021,20,25.0,650,0.35,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,16250.0
945,A00WALAN,2021-03-22,3,22,2021,20,30.0,650,0.4,Outlet,Men's Street Footwear,Amazon,West,Alaska,Anchorage,19500.0
951,F00SLONE,2021-03-28,3,28,2021,20,20.0,675,0.4,Outlet,Men's Street Footwear,Foot Locker,South,Louisiana,New Orleans,13500.0
957,F00SLONE,2021-04-03,4,3,2021,20,15.0,725,0.4,Outlet,Men's Street Footwear,Foot Locker,South,Louisiana,New Orleans,10875.0
963,F00SGEAT,2021-04-09,4,9,2021,20,40.0,775,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Georgia,Atlanta,31000.0
969,F00SGEAT,2021-04-15,4,15,2021,20,40.0,825,0.45,Outlet,Men's Street Footwear,Foot Locker,Southeast,Georgia,Atlanta,33000.0
975,F00SVIRI,2021-04-21,4,21,2021,20,45.0,775,0.45,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,34875.0
981,F00SVIRI,2021-04-27,4,27,2021,20,50.0,675,0.45,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,33750.0
987,F00SVIRI,2021-05-03,5,3,2021,20,35.0,575,0.45,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,20125.0
993,F00SVIRI,2021-05-09,5,9,2021,20,30.0,675,0.45,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,20250.0
999,F00SVIRI,2021-05-15,5,15,2021,20,55.0,800,0.45,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,44000.0
1005,F00SVIRI,2021-05-21,5,21,2021,20,35.0,425,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,14875.0
1011,F00SVIRI,2021-05-27,5,27,2021,20,35.0,475,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,16625.0
1017,F00SVIRI,2021-06-02,6,2,2021,20,40.0,420,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,16800.0
1023,F00SVIRI,2021-06-08,6,8,2021,20,40.0,375,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,15000.0
1029,F00SVIRI,2021-06-14,6,14,2021,20,45.0,420,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,18900.0
1035,F00SVIRI,2021-06-20,6,20,2021,20,40.0,400,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,16000.0
1041,F00SVIRI,2021-06-26,6,26,2021,20,45.0,550,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,24750.0
1047,F00SVIRI,2021-07-02,7,2,2021,20,45.0,500,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,22500.0
1053,F00SVIRI,2021-07-08,7,8,2021,20,40.0,400,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,16000.0
1059,F00SVIRI,2021-07-14,7,14,2021,20,40.0,325,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,13000.0
1065,F00SVIRI,2021-07-20,7,20,2021,20,40.0,300,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,12000.0
1071,F00SVIRI,2021-07-26,7,26,2021,20,50.0,450,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,22500.0
1077,F00SVIRI,2021-08-01,8,1,2021,20,20.0,675,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,13500.0
1083,F00SVIRI,2021-08-07,8,7,2021,20,25.0,625,0.4,Outlet,Men's Street Footwear,Foot Locker,Southeast,Virginia,Richmond,15625.0
